CLIENT_ID,TOTAL_ACCOUNTS,DEPOSITS,WITHDRAWALS,TOTAL_DEPOSITS_AMOUNT,TOTAL_WITHDRAWALS_AMOUNT,LAST_BALANCE,MAX_LN,TOTAL_LOANS,FIDO_SCORE_AT_SIGNUP,AGE,GENDER,REGION,INCOME_VALUE,CUST_LOCATION,LOAN_SEGMENT,BEHAVIORAL_SEGMENT,FIRST_ACCOUNT_LIFE_DAYS,FIRST_ACCOUNT_CLOSED_DATE,FIRST_ACCOUNT_STATE,SAVINGS_TIMING_CATEGORY,SIMPLIFIED_TIMING,DAYS_DISBURSEMENT_TO_SAVINGS,DAYS_REPAYMENT_TO_SAVINGS,REPAYMENT_STATE,PRIMARY_TIMING_CATEGORY,FIRST_ACCOUNT_STATUS,MONTHLY_DEPOSIT_FREQUENCY,MONTHLY_WITHDRAWAL_FREQUENCY,DAYS_ACTIVE
000000071,1,6,2,60.0000000000,-20.0000000000,40.8100000000,35,36,690,,,,,,high_ln_savers,savers,136,,ACTIVE,with_active_loan,with_active_loan,32,-126,PARTIALLY_PAID,with_active_loan,still_active,2.000000,0.666667,91
000001534,1,1,0,20.0000000000,0.0000000000,20.0000000000,13,14,391,29,MALE,Accra,Above 1800 GHS,Odorkor,high_ln_savers,savers,39,,ACTIVE,with_active_loan,with_active_loan,0,,PENDING,with_active_loan,still_active,1.000000,0.000000,0
000001617,1,3,0,150.0000000000,0.0000000000,150.0500000000,24,25,662,25,MALE,Eastern Region,351 GHS - 700 GHS,Koforidua,high_ln_savers,savers,22,,ACTIVE,before_disbursement,before_disbursement,-2,-3,PAID,before_disbursement,still_active,3.000000,0.000000,3
000001699,1,9,10,527.0000000000,-507.0000000000,20.3900000000,17,18,482,,,,,,high_ln_savers,wallet_users,21,,ACTIVE,before_disbursement,before_disbursement,-3,,PENDING,before_disbursement,still_active,9.000000,10.000000,16
000002815,1,3,1,42.0100000000,-0.0100000000,42.2900000000,19,20,476,,,,,,high_ln_savers,savers,43,,ACTIVE,before_disbursement,before_disbursement,-29,,PENDING,before_disbursement,still_active,3.000000,1.000000,29
000002938,1,1,0,500.0000000000,0.0000000000,500.0000000000,11,12,383,,,,,,high_ln_savers,savers,10,,ACTIVE,with_active_loan,with_active_loan,5,,PENDING,with_active_loan,still_active,1.000000,0.000000,0
000004023,1,2,2,200.0000000000,-0.1100000000,200.3600000000,32,33,669,,,,,,high_ln_savers,savers,114,,ACTIVE,before_disbursement,before_disbursement,-69,,PENDING,before_disbursement,still_active,2.000000,2.000000,15
000004359,1,1,0,20.0000000000,0.0000000000,20.0000000000,2,3,250,,,,,,low_ln_savers,savers,2,,ACTIVE,after_loan_closed,after_loan_closed,3730,3469,PAID,after_loan_closed,still_active,1.000000,0.000000,0
000004511,1,2,0,150.0000000000,0.0000000000,150.1800000000,1,2,371,32,MALE,Greater Accra Region,Above 1800 GHS,Tema West Municipal,low_ln_savers,savers,19,,ACTIVE,after_loan_closed,after_loan_closed,8,0,PAID,after_loan_closed,still_active,2.000000,0.000000,6
000004642,1,2,0,50.0000000000,0.0000000000,50.0400000000,20,21,319,,,,,,high_ln_savers,savers,22,,ACTIVE,before_disbursement,before_disbursement,-4,,PENDING,before_disbursement,still_active,2.000000,0.000000,4
000004774,1,22,17,4330.0600000000,-4251.2900000000,85.5900000000,94,95,714,,,,,,high_ln_savers,savers,186,,ACTIVE,before_disbursement,before_disbursement,-165,,PENDING,before_disbursement,still_active,3.666667,2.833333,172
000004940,1,4,1,1350.0000000000,-1300.0000000000,52.9600000000,8,9,501,,,,,,high_ln_savers,savers,23,,ACTIVE,before_disbursement,before_disbursement,-8,-16,PAID,before_disbursement,still_active,4.000000,1.000000,16
000005011,1,1,1,50.0000000000,-40.0000000000,10.0200000000,51,52,714,27,FEMALE,Accra,351 GHS - 700 GHS,Achimota,high_ln_savers,savers,171,,ACTIVE,before_disbursement,before_disbursement,-156,,PENDING,before_disbursement,still_active,1.000000,1.000000,2
000005219,1,3,1,40.0100000000,-0.0100000000,40.7200000000,53,54,734,56,MALE,Accra,1401 GHS - 1800 GHS,Amasaman,high_ln_savers,savers,81,,ACTIVE,after_loan_closed,after_loan_closed,20,-67,PAID,after_loan_closed,still_active,1.000000,0.333333,72
000005456,1,33,6,5809.5200000000,-5615.2900000000,242.6900000000,46,47,698,39,MALE,Accra,Above 1800 GHS,Kokomlemle,high_ln_savers,savers,84,,ACTIVE,with_active_loan,with_active_loan,0,,PENDING,with_active_loan,still_active,11.000000,2.000000,82
000005495,1,8,0,640.0000000000,0.0000000000,642.4900000000,60,61,732,,,,,,high_ln_savers,ultra_savers,33,,ACTIVE,with_active_loan,with_active_loan,77,,PENDING,with_active_loan,still_active,8.000000,0.000000,24
000005518,1,3,0,40.0000000000,0.0000000000,41.0300000000,21,22,582,,,,,,high_ln_savers,savers,117,,ACTIVE,before_disbursement,before_disbursement,-40,,PENDING,before_disbursement,still_active,0.750000,0.000000,103
000005556,1,1,0,50.0000000000,0.0000000000,50.0000000000,29,30,632,,,,,,high_ln_savers,savers,3,,ACTIVE,with_active_loan,with_active_loan,26,,PENDING,with_active_loan,still_active,1.000000,0.000000,0
000005747,1,25,45,16020.8400000000,-15991.3400000000,84.7600000000,96,97,501,49,MALE,Accra,701 GHS - 1000 GHS,Adenta,high_ln_savers,wallet_users,193,,ACTIVE,before_disbursement,before_disbursement,-187,,PENDING,before_disbursement,still_active,4.166667,7.500000,187
000005856,1,4,3,200.0000000000,-180.0000000000,20.3100000000,7,8,313,,,,,,mid_ln_savers,savers,35,,ACTIVE,before_disbursement,before_disbursement,-28,,PENDING,before_disbursement,still_active,4.000000,3.000000,26
000006208,1,1,0,50.0000000000,0.0000000000,50.0000000000,9,10,664,,,,,,high_ln_savers,savers,16,,ACTIVE,with_active_loan,with_active_loan,0,,PENDING,with_active_loan,still_active,1.000000,0.000000,0
000007022,1,15,14,3750.4100000000,-3740.3600000000,29.6100000000,51,52,721,,,,,,high_ln_savers,savers,186,,ACTIVE,before_disbursement,before_disbursement,-152,,PENDING,before_disbursement,still_active,3.750000,3.500000,115
000007082,1,11,10,1015.0100000000,-1005.0100000000,11.1700000000,38,39,690,29,MALE,Accra,1001 GHS - 1400 GHS,Taifa,high_ln_savers,wallet_users,189,,ACTIVE,before_disbursement,before_disbursement,-168,,PENDING,before_disbursement,still_active,11.000000,10.000000,37
000007306,1,4,4,500.0000000000,-470.0200000000,31.0800000000,7,8,376,,,,,,mid_ln_savers,savers,51,,ACTIVE,before_disbursement,before_disbursement,-32,,PENDING,before_disbursement,still_active,2.000000,2.000000,37
000008120,1,33,57,12710.1100000000,-13508.4600000000,20.7500000000,113,114,700,,,,,,high_ln_savers,wallet_users,143,,ACTIVE,before_disbursement,before_disbursement,-125,,PENDING,before_disbursement,still_active,8.250000,14.250000,112
000009009,1,4,1,800.0000000000,-650.0000000000,154.2600000000,95,96,781,,,,,,high_ln_savers,savers,90,,ACTIVE,before_disbursement,before_disbursement,-79,,PENDING,before_disbursement,still_active,2.000000,0.500000,61
000009768,1,15,32,1590.0000000000,-1567.1200000000,24.8700000000,37,38,646,25,FEMALE,Accra,351 GHS - 700 GHS,Ashongman,high_ln_savers,wallet_users,170,,ACTIVE,before_disbursement,before_disbursement,-118,,PENDING,before_disbursement,still_active,5.000000,10.666667,69
000010188,1,3,0,120.0000000000,0.0000000000,120.3500000000,29,30,589,31,FEMALE,Accra,351 GHS - 700 GHS,Mamprobi,high_ln_savers,savers,121,,ACTIVE,before_disbursement,before_disbursement,-14,,PENDING,before_disbursement,still_active,3.000000,0.000000,29
000010337,1,1,0,50.0000000000,0.0000000000,50.0000000000,100,101,405,,,,,,high_ln_savers,savers,14,,ACTIVE,with_active_loan,with_active_loan,24,,PENDING,with_active_loan,still_active,1.000000,0.000000,0
000010401,1,6,3,270.0000000000,-190.0200000000,80.6000000000,48,49,669,,,,,,high_ln_savers,savers,144,,ACTIVE,before_disbursement,before_disbursement,-128,,PENDING,before_disbursement,still_active,1.500000,0.750000,127
000064337,1,1,0,50.0000000000,0.0000000000,50.0000000000,-1,,256,49,FEMALE,Greater Accra Region,1001 GHS - 1400 GHS,Kpone Katamanso Municipal,eligible_no_loan_savers,savers,5,,ACTIVE,no_loan_history,no_loan_history,,,,no_loan_history,still_active,1.000000,0.000000,0
000069960,1,1,0,50.0000000000,0.0000000000,50.0000000000,29,30,736,32,FEMALE,Accra,1001 GHS - 1400 GHS,Adenta,high_ln_savers,savers,17,,ACTIVE,before_disbursement,before_disbursement,-3,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
000129138,1,1,1,321.0000000000,-300.0000000000,21.6400000000,9,10,490,29,FEMALE,Ashanti Region,1001 GHS - 1400 GHS,Bekwai Municipal,high_ln_savers,savers,22,,ACTIVE,with_active_loan,with_active_loan,0,,PENDING,with_active_loan,still_active,1.000000,1.000000,8
000178738,2,6,10,368.0000000000,-343.3300000000,25.1000000000,2,3,324,19,MALE,Central Region,Below 350 GHS,Foso,low_ln_savers,wallet_users,17,2025-09-30 17:59:48.000,CLOSED,before_disbursement,before_disbursement,-6,-30,PARTIALLY_PAID,before_disbursement,closed,6.000000,10.000000,21
000192873,3,3,2,205.0000000000,-85.0500000000,120.0000000000,2,3,290,30,MALE,Volta Region,Above 1800 GHS,Keta Municipal,low_ln_savers,savers,5,2025-09-27 13:55:41.000,CLOSED,before_disbursement,before_disbursement,-13,-23,PAID,before_disbursement,closed,3.000000,2.000000,23
000259014,1,3,2,55.0000000000,-30.0700000000,25.5600000000,21,22,488,29,FEMALE,Accra,351 GHS - 700 GHS,Achimota,high_ln_savers,savers,105,,ACTIVE,with_active_loan,with_active_loan,1,,PENDING,with_active_loan,still_active,1.500000,1.000000,63
000267517,1,6,3,370.0000000000,-340.0000000000,31.1400000000,2,3,355,39,FEMALE,Greater Accra Region,351 GHS - 700 GHS,Accra Metropolitan,low_ln_savers,savers,38,,ACTIVE,before_disbursement,before_disbursement,-29,,PENDING,before_disbursement,still_active,6.000000,3.000000,30
000307448,1,1,0,50.0000000000,0.0000000000,50.0000000000,4,5,645,32,FEMALE,Greater Accra Region,Above 1800 GHS,Ablekuma West Municipal,mid_ln_savers,savers,15,,ACTIVE,after_loan_closed,after_loan_closed,58,0,PAID,after_loan_closed,still_active,1.000000,0.000000,0
000362898,1,1,0,30.0000000000,0.0000000000,30.0000000000,11,12,390,30,MALE,Ashanti Region,Above 1800 GHS,Atwima Mponua District,high_ln_savers,savers,18,,ACTIVE,before_disbursement,before_disbursement,-1,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
000393146,2,5,2,1020.0000000000,-520.0900000000,500.6100000000,23,24,528,27,MALE,Accra,Above 1800 GHS,Haatso,high_ln_savers,ultra_savers,3,2025-08-09 18:18:09.000,CLOSED,after_loan_closed,after_loan_closed,33,-32,PAID,after_loan_closed,closed,2.500000,1.000000,59
000464302,1,1,0,20.0000000000,0.0000000000,20.0000000000,8,9,488,33,FEMALE,Greater Accra Region,Above 1800 GHS,Krowor Municipal,high_ln_savers,savers,28,,ACTIVE,before_disbursement,before_disbursement,-8,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
000470769,2,2,2,100.0000000000,-50.0600000000,50.0000000000,1,2,445,25,MALE,Greater Accra Region,Above 1800 GHS,Accra Metropolitan,low_ln_savers,savers,6,2025-10-01 20:08:10.000,CLOSED,before_disbursement,before_disbursement,-19,,PENDING,before_disbursement,closed,2.000000,2.000000,18
000482298,1,1,0,100.0000000000,0.0000000000,100.0000000000,15,16,694,38,MALE,Northern Region,Above 1800 GHS,Nanumba North Municipal,high_ln_savers,savers,19,,ACTIVE,before_disbursement,before_disbursement,-7,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
000593507,1,2,0,70.0000000000,0.0000000000,70.2800000000,9,10,470,26,FEMALE,Greater Accra Region,Above 1800 GHS,Accra Metropolitan,high_ln_savers,savers,44,,ACTIVE,with_active_loan,with_active_loan,0,,PENDING,with_active_loan,still_active,2.000000,0.000000,28
000729157,1,1,0,500.0000000000,0.0000000000,500.0000000000,4,5,445,50,MALE,Eastern Region,Above 1800 GHS,Asamankese,mid_ln_savers,savers,9,,ACTIVE,after_loan_closed,after_loan_closed,12,3,PAID,after_loan_closed,still_active,1.000000,0.000000,0
000734372,1,1,0,20.0000000000,0.0000000000,20.0000000000,14,15,436,24,MALE,Western Region,Below 350 GHS,Ahanta West Municipal,high_ln_savers,savers,21,,ACTIVE,with_active_loan,with_active_loan,1,,PENDING,with_active_loan,still_active,1.000000,0.000000,0
000742820,1,1,0,50.0000000000,0.0000000000,50.0000000000,10,11,200,32,FEMALE,Western Region,Below 350 GHS,Ahenkofikrom,high_ln_savers,savers,9,,ACTIVE,after_loan_closed,after_loan_closed,720,667,PAID,after_loan_closed,still_active,1.000000,0.000000,0
000823363,1,1,0,20.0000000000,0.0000000000,20.0000000000,0,1,338,20,MALE,Greater Accra Region,351 GHS - 700 GHS,Ga East Municipal,low_ln_savers,savers,24,,ACTIVE,with_active_loan,with_active_loan,32,0,LATE,with_active_loan,still_active,1.000000,0.000000,0
000887717,1,5,0,600.0000000000,0.0000000000,602.9300000000,30,31,757,40,MALE,Tema,701 GHS - 1000 GHS,Community 3,high_ln_savers,ultra_savers,77,,ACTIVE,after_loan_closed,after_loan_closed,84,83,PAID,after_loan_closed,still_active,5.000000,0.000000,49
001102194,1,1,1,30.0000000000,-10.0000000000,20.0700000000,3,4,311,28,MALE,Eastern Region,351 GHS - 700 GHS,Asamankese,mid_ln_savers,savers,30,,ACTIVE,after_loan_closed,after_loan_closed,1602,1526,PAID,after_loan_closed,still_active,1.000000,1.000000,7
001161119,1,5,0,110.0000000000,0.0000000000,110.7500000000,43,45,454,35,MALE,Tema,701 GHS - 1000 GHS,Community 2,high_ln_savers,savers,94,,ACTIVE,before_disbursement,before_disbursement,-93,,,before_disbursement,still_active,5.000000,0.000000,39
001463224,1,1,5,800.0000000000,-640.0000000000,162.9400000000,9,10,413,22,FEMALE,Accra,Below 350 GHS,Accra New Town,high_ln_savers,wallet_users,45,,ACTIVE,with_active_loan,with_active_loan,47,,PENDING,with_active_loan,still_active,1.000000,5.000000,17
001545283,2,3,1,550.0000000000,-250.6300000000,300.0900000000,27,28,586,31,MALE,Bono Region,1401 GHS - 1800 GHS,Jaman North District,high_ln_savers,savers,9,2025-06-09 09:56:20.000,CLOSED,before_disbursement,before_disbursement,-131,,PENDING,before_disbursement,closed,0.600000,0.200000,131
001579520,1,2,0,70.0000000000,0.0000000000,70.2100000000,2,3,349,29,MALE,Volta Region,Above 1800 GHS,Ho Municipal,low_ln_savers,savers,35,,ACTIVE,before_disbursement,before_disbursement,-23,,PENDING,before_disbursement,still_active,2.000000,0.000000,21
001592355,1,2,1,200.0000000000,-180.0000000000,21.6800000000,19,20,519,35,MALE,Central Region,1401 GHS - 1800 GHS,Foso,high_ln_savers,savers,78,,ACTIVE,before_disbursement,before_disbursement,-18,,PENDING,before_disbursement,still_active,1.000000,0.500000,52
001629579,1,1,0,50.0000000000,0.0000000000,50.0000000000,0,1,290,34,MALE,Greater Accra Region,701 GHS - 1000 GHS,Tema West Municipal,low_ln_savers,savers,7,,ACTIVE,after_loan_closed,after_loan_closed,3,0,PAID,after_loan_closed,still_active,1.000000,0.000000,0
001633298,1,5,3,30.0300000000,-0.0300000000,30.6400000000,34,35,719,32,FEMALE,Accra,701 GHS - 1000 GHS,Dansoman,high_ln_savers,savers,189,,ACTIVE,before_disbursement,before_disbursement,-118,,PENDING,before_disbursement,still_active,2.500000,1.500000,64
001734806,1,4,4,220.0000000000,-150.0000000000,70.2500000000,18,18,419,27,FEMALE,Oti Region,Below 350 GHS,Jasikan District,high_ln_savers,savers,14,,ACTIVE,after_loan_closed,after_loan_closed,10,10,PAID,after_loan_closed,still_active,4.000000,4.000000,12
001918972,1,2,1,500.0000000000,-0.0800000000,500.3800000000,1,2,428,35,FEMALE,Northern Region,Above 1800 GHS,Sagnerigu Municipal,low_ln_savers,ultra_savers,45,,ACTIVE,before_disbursement,before_disbursement,-24,,PENDING,before_disbursement,still_active,2.000000,1.000000,6
001927789,1,3,2,62.0000000000,-40.0000000000,22.2700000000,3,4,387,28,FEMALE,Greater Accra Region,701 GHS - 1000 GHS,Tema Metropolitan,mid_ln_savers,savers,37,,ACTIVE,before_disbursement,before_disbursement,-21,,PENDING,before_disbursement,still_active,3.000000,2.000000,26
002002380,1,1,0,100.0000000000,0.0000000000,100.0000000000,17,18,564,48,FEMALE,Greater Accra Region,701 GHS - 1000 GHS,Ashaiman Municipal,high_ln_savers,savers,26,,ACTIVE,before_disbursement,before_disbursement,-22,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
002109490,1,1,0,50.0000000000,0.0000000000,50.0000000000,45,46,372,32,FEMALE,Other Region,Below 350 GHS,Upper East,high_ln_savers,savers,18,,ACTIVE,with_active_loan,with_active_loan,109,30,LATE,with_active_loan,still_active,1.000000,0.000000,0
002125483,1,3,0,266.0000000000,0.0000000000,266.6800000000,22,23,678,36,FEMALE,Central Region,1001 GHS - 1400 GHS,Agona Swedru,high_ln_savers,savers,42,,ACTIVE,after_loan_closed,after_loan_closed,4,-25,PAID,after_loan_closed,still_active,3.000000,0.000000,25
002269605,2,2,3,250.0000000000,-230.7400000000,20.0100000000,25,26,708,31,MALE,Greater Accra Region,Above 1800 GHS,Ablekuma West Municipal,high_ln_savers,savers,22,2025-08-21 07:00:40.000,CLOSED,before_disbursement,before_disbursement,-62,,PENDING,before_disbursement,closed,1.000000,1.500000,45
002292415,1,3,0,151.0000000000,0.0000000000,151.0400000000,8,8,200,35,FEMALE,Greater Accra Region,351 GHS - 700 GHS,Ledzokuku Municipal,high_ln_savers,savers,7,,ACTIVE,with_active_loan,with_active_loan,0,,PENDING,with_active_loan,still_active,3.000000,0.000000,4
002319060,1,1,0,50.0000000000,0.0000000000,50.0000000000,16,17,504,34,MALE,Greater Accra Region,701 GHS - 1000 GHS,Kpone Katamanso Municipal,high_ln_savers,savers,22,,ACTIVE,before_disbursement,before_disbursement,-2,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
002375011,1,3,2,66.0000000000,-46.0000000000,20.2900000000,3,4,364,24,MALE,Greater Accra Region,701 GHS - 1000 GHS,Ablekuma Central Municipal,mid_ln_savers,savers,31,,ACTIVE,before_disbursement,before_disbursement,-1,-16,PARTIALLY_PAID,before_disbursement,still_active,3.000000,2.000000,29
002478733,1,1,2,100.0000000000,-80.0000000000,20.0300000000,15,16,509,60,MALE,Ahafo Region,Below 350 GHS,Asunafo North Municipal,high_ln_savers,savers,9,,ACTIVE,with_active_loan,with_active_loan,7,-8,PARTIALLY_PAID,with_active_loan,still_active,1.000000,2.000000,1
002493922,1,1,0,20.0000000000,0.0000000000,20.0000000000,13,14,453,38,FEMALE,Greater Accra Region,351 GHS - 700 GHS,Accra Metropolitan,high_ln_savers,savers,21,,ACTIVE,with_active_loan,with_active_loan,24,,PENDING,with_active_loan,still_active,1.000000,0.000000,0
002513736,1,2,1,1200.0000000000,-10.0000000000,1190.1500000000,13,14,540,29,FEMALE,Eastern Region,Above 1800 GHS,Achiase District,high_ln_savers,ultra_savers,5,,ACTIVE,after_loan_closed,after_loan_closed,74,52,PAID,after_loan_closed,still_active,2.000000,1.000000,3
002643633,1,3,2,271.0000000000,-250.0000000000,21.3300000000,15,16,355,30,FEMALE,Central Region,351 GHS - 700 GHS,Dunkwa-on-Offin,high_ln_savers,savers,51,,ACTIVE,before_disbursement,before_disbursement,-27,-35,PARTIALLY_PAID,before_disbursement,still_active,3.000000,2.000000,18
002678070,1,5,3,930.0000000000,-900.0000000000,32.6800000000,15,16,477,30,FEMALE,Greater Accra Region,Above 1800 GHS,Adenta Municipal,high_ln_savers,savers,27,,ACTIVE,with_active_loan,with_active_loan,0,,PENDING,with_active_loan,still_active,5.000000,3.000000,18
002694687,1,1,0,50.0000000000,0.0000000000,50.0000000000,10,11,200,30,MALE,Ashanti Region,1401 GHS - 1800 GHS,Kwabre East Municipal,high_ln_savers,savers,3,,ACTIVE,after_loan_closed,after_loan_closed,199,91,PAID,after_loan_closed,still_active,1.000000,0.000000,0
002764231,1,1,0,20.0000000000,0.0000000000,20.0000000000,13,14,472,37,FEMALE,Bono East Region,1401 GHS - 1800 GHS,Techiman Municipal,high_ln_savers,savers,52,,ACTIVE,with_active_loan,with_active_loan,22,,LATE,with_active_loan,still_active,1.000000,0.000000,0
002863012,1,1,0,21.0000000000,0.0000000000,21.0000000000,4,5,360,25,MALE,Greater Accra Region,Above 1800 GHS,Ledzokuku Municipal,mid_ln_savers,savers,21,,ACTIVE,before_disbursement,before_disbursement,-20,,,before_disbursement,still_active,1.000000,0.000000,0
002895566,1,5,2,50.0000000000,-40.0200000000,10.0600000000,21,22,462,29,MALE,Accra,1001 GHS - 1400 GHS,Gbawe,high_ln_savers,savers,120,,ACTIVE,with_active_loan,with_active_loan,115,-101,LATE,with_active_loan,still_active,5.000000,2.000000,19
002905255,2,3,2,141.0000000000,-120.5900000000,21.0000000000,2,3,355,35,MALE,Greater Accra Region,Above 1800 GHS,Adenta Municipal,low_ln_savers,savers,27,2025-10-06 13:16:50.000,CLOSED,before_disbursement,before_disbursement,-35,,PENDING,before_disbursement,closed,3.000000,2.000000,35
003033372,1,1,1,800.0000000000,-50.0000000000,750.4200000000,13,14,387,23,MALE,Greater Accra Region,1001 GHS - 1400 GHS,Ayawaso North Municipal,high_ln_savers,savers,4,,ACTIVE,with_active_loan,with_active_loan,14,,PENDING,with_active_loan,still_active,1.000000,1.000000,2
003094792,1,6,12,1650.0000000000,-1600.0000000000,52.7000000000,4,5,358,34,MALE,Eastern Region,1401 GHS - 1800 GHS,New Juaben North Municipal,mid_ln_savers,wallet_users,43,,ACTIVE,before_disbursement,before_disbursement,-33,,PENDING,before_disbursement,still_active,6.000000,12.000000,39
003136044,1,1,0,60.0000000000,0.0000000000,60.0000000000,0,1,349,45,MALE,Ashanti Region,Above 1800 GHS,Atasomanso,low_ln_savers,savers,3,,ACTIVE,after_loan_closed,after_loan_closed,31,24,PAID,after_loan_closed,still_active,1.000000,0.000000,0
003192647,1,1,0,22.0000000000,0.0000000000,22.0000000000,-1,,256,42,MALE,Greater Accra Region,1001 GHS - 1400 GHS,Ayawaso Central Municipal,eligible_no_loan_savers,savers,37,,ACTIVE,no_loan_history,no_loan_history,,,,no_loan_history,still_active,1.000000,0.000000,0
003201281,1,1,0,50.0000000000,0.0000000000,50.0000000000,1,2,444,25,FEMALE,Ashanti Region,351 GHS - 700 GHS,Adum,low_ln_savers,savers,41,,ACTIVE,before_disbursement,before_disbursement,-33,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
003251485,1,3,3,500.0000000000,-430.0000000000,70.8700000000,19,20,622,37,MALE,Northern Region,Above 1800 GHS,Nanton District,high_ln_savers,savers,38,,ACTIVE,with_active_loan,with_active_loan,115,,PENDING,with_active_loan,still_active,3.000000,3.000000,21
003305632,1,3,2,200.0000000000,-180.0000000000,24.4800000000,30,31,705,43,MALE,Ashanti Region,Above 1800 GHS,Maakro,high_ln_savers,savers,165,,ACTIVE,after_loan_closed,after_loan_closed,131,108,PAID,after_loan_closed,still_active,1.000000,0.666667,102
003311422,2,3,1,60.0000000000,-40.1300000000,20.0000000000,6,7,425,25,FEMALE,Greater Accra Region,701 GHS - 1000 GHS,Ayawaso East Municipal,mid_ln_savers,savers,13,2025-09-15 19:04:48.000,CLOSED,before_disbursement,before_disbursement,-32,,PENDING,before_disbursement,closed,3.000000,1.000000,26
003323908,1,2,0,50.0000000000,0.0000000000,50.0000000000,0,1,290,38,MALE,Greater Accra Region,Above 1800 GHS,Tema West Municipal,low_ln_savers,savers,10,,ACTIVE,after_loan_closed,after_loan_closed,19,17,PAID,after_loan_closed,still_active,2.000000,0.000000,0
003440102,1,2,0,51.0000000000,0.0000000000,51.2000000000,4,5,290,44,MALE,Greater Accra Region,Above 1800 GHS,Tema West Municipal,mid_ln_savers,savers,43,,ACTIVE,before_disbursement,before_disbursement,-29,,PENDING,before_disbursement,still_active,2.000000,0.000000,20
003455091,1,11,0,450.0000000000,0.0000000000,451.9700000000,7,8,461,41,MALE,Greater Accra Region,Above 1800 GHS,Ablekuma Central Municipal,mid_ln_savers,savers,39,,ACTIVE,before_disbursement,before_disbursement,-36,,PENDING,before_disbursement,still_active,11.000000,0.000000,32
003463720,1,2,1,40.0000000000,-10.0000000000,30.2900000000,1,2,321,23,FEMALE,Greater Accra Region,1001 GHS - 1400 GHS,Ga East Municipal,low_ln_savers,savers,32,,ACTIVE,before_disbursement,before_disbursement,-30,,PENDING,before_disbursement,still_active,2.000000,1.000000,29
003691355,1,2,0,502.0000000000,0.0000000000,502.0300000000,13,14,487,28,FEMALE,Greater Accra Region,Above 1800 GHS,Adenta Municipal,high_ln_savers,ultra_savers,37,,ACTIVE,before_disbursement,before_disbursement,-28,,PENDING,before_disbursement,still_active,2.000000,0.000000,1
003696111,1,1,1,100.0000000000,-90.0000000000,10.0600000000,28,29,498,35,MALE,Accra,Above 1800 GHS,Teshie,high_ln_savers,savers,157,,ACTIVE,before_disbursement,before_disbursement,-145,,PENDING,before_disbursement,still_active,1.000000,1.000000,2
003863938,1,1,0,50.0000000000,0.0000000000,50.0000000000,4,5,327,40,MALE,Greater Accra Region,Above 1800 GHS,Ga West Municipal,mid_ln_savers,savers,38,,ACTIVE,after_loan_closed,after_loan_closed,89,25,PAID,after_loan_closed,still_active,1.000000,0.000000,0
003890712,1,1,0,100.0000000000,0.0000000000,100.0000000000,-1,,256,44,FEMALE,Greater Accra Region,1001 GHS - 1400 GHS,Ablekuma North Municipal,eligible_no_loan_savers,savers,5,,ACTIVE,no_loan_history,no_loan_history,,,,no_loan_history,still_active,1.000000,0.000000,0
003893991,1,1,0,25.0000000000,0.0000000000,25.0000000000,1,2,303,39,MALE,Tema,1401 GHS - 1800 GHS,Community 25,low_ln_savers,savers,4,,ACTIVE,after_loan_closed,after_loan_closed,1196,1166,PAID,after_loan_closed,still_active,1.000000,0.000000,0
003936982,1,1,0,100.0000000000,0.0000000000,100.0000000000,43,44,491,,,,,,high_ln_savers,savers,9,,ACTIVE,before_disbursement,before_disbursement,-7,,PENDING,before_disbursement,still_active,1.000000,0.000000,0
003939841,1,4,3,181.0000000000,-120.0000000000,61.6200000000,-1,,234,36,MALE,Greater Accra Region,701 GHS - 1000 GHS,Ga West Municipal,non_eligible_savers,savers,18,,ACTIVE,no_loan_history,no_loan_history,,,,no_loan_history,still_active,4.000000,3.000000,16
004014407,1,2,0,65.0000000000,0.0000000000,65.0400000000,17,18,566,30,FEMALE,Other Region,1001 GHS - 1400 GHS,Brong-Ahafo,high_ln_savers,savers,14,,ACTIVE,with_active_loan,with_active_loan,5,-4,PARTIALLY_PAID,with_active_loan,still_active,2.000000,0.000000,4
004145697,1,1,0,100.0000000000,0.0000000000,100.0000000000,14,15,455,24,MALE,Ashanti Region,351 GHS - 700 GHS,Other,high_ln_savers,savers,10,,ACTIVE,after_loan_closed,after_loan_closed,302,228,PAID,after_loan_closed,still_active,1.000000,0.000000,0
004265568,2,7,11,530.0000000000,-430.4300000000,100.0400000000,3,4,520,29,MALE,Greater Accra Region,Above 1800 GHS,Accra Metropolitan,mid_ln_savers,wallet_users,25,2025-09-28 19:06:10.000,CLOSED,before_disbursement,before_disbursement,-25,,PENDING,before_disbursement,closed,7.000000,11.000000,38
004280545,1,17,9,1885.0000000000,-587.0000000000,1308.3000000000,10,11,339,27,MALE,Western Region,351 GHS - 700 GHS,Ellembelle District,high_ln_savers,ultra_savers,48,,ACTIVE,after_loan_closed,after_loan_closed,18,-38,PAID,after_loan_closed,still_active,8.500000,4.500000,46
